id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
489677,ALG-2023-3-1173-1,2023,false,Clear,3,109,706,Government of Algeria - Civilians,109,1173,Government of Algeria - Civilians,109,109,Government of Algeria,9999,1,Civilians,1,"""Reuters News,2023-09-01,Tourists from Morocco shot dead after straying into Algerian waters on jet ski- survivor""",Reuters News,2023-09-01,Tourists from Morocco shot dead after straying into Algerian waters on jet ski- survivor,Reuters News,7,Algeria-Morocco border,Algerian waters,,,30.250000,-3.083333,POINT (-3.083333 30.25),173154,Algeria,615,Africa,1,1,2023-09-01 00:00:00.000,2023-09-01 00:00:00.000,0,0,2,0,2,2,2,615,
487571,AZE-2023-1-833-8,2023,true,Clear,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,2,"""Agence France Presse,2023-09-01,Four Armenian troops killed in clash with Azerbaijan"";""Reuters News,2023-09-01,Armenia, Azerbaijan report border clash casualties as Yerevan spars with Moscow""",Agence France Presse;Reuters News,2023-09-01;2023-09-01,"Four Armenian troops killed in clash with Azerbaijan;Armenia, Azerbaijan report border clash casualties as Yerevan spars with Moscow",Armenia's defence ministry,2,Sotk village,Sotk area,Geghark’unik’ province,,40.201617,45.872230,POINT (45.872230628728083 40.201617082077192),187652,Armenia,371,Europe,1,1,2023-09-01 00:00:00.000,2023-09-01 00:00:00.000,0,4,0,0,4,4,4,373,
493050,AZE-2023-1-833-10.1,2023,true,Check geography,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,3,"""Agence France Presse,2023-09-19,Azerbaijan says launching 'anti-terror operations' in Karabakh"";""Reuters News,2023-09-19,Azerbaijan says six of its citizens were killed by land mines in Karabakh"";""BBC Monitoring Caucasus,2023-09-20,Highlights: Azerbaijani Media 20 Sep 23""",Agence France Presse;Reuters News;BBC Monitoring Caucasus,2023-09-19;2023-09-19;2023-09-20,Azerbaijan says launching 'anti-terror operations' in Karabakh;Azerbaijan says six of its citizens were killed by land mines in Karabakh;Highlights: Azerbaijani Media 20 Sep 23,Azerbaijan's Defense Ministry,5,Nagorno-Karabakh,Ahmadbayli-Fuzuli-Susa road,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,1,1,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,0,0,2,0,2,2,2,373,
493065,AZE-2023-1-833-11,2023,true,Clear,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,1,"""Reuters News,2023-09-19,UPDATE 2-Karabakh separatist official: two civilians dead, 23 wounded""",Reuters News,2023-09-19,"UPDATE 2-Karabakh separatist official: two civilians dead, 23 wounded",The human rights ombudsman in the ethnic Armenian-controlled Azerbaijani enclave of Nagorno-Karabakh,5,Nagorno-Karabakh,Nagorno-Karabakh,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,1,1,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,0,0,2,0,2,2,2,373,
493067,AZE-2023-1-833-12,2023,true,Clear,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,2,"""Reuters News,2023-09-19,One killed in attack on Azerbaijani-controlled city of Shushi, Baku says"";""Agence France Presse,2023-09-19,Azerbaijan announces first civilian death of Karabakh operation""",Reuters News;Agence France Presse,2023-09-19;2023-09-19,"One killed in attack on Azerbaijani-controlled city of Shushi, Baku says;Azerbaijan announces first civilian death of Karabakh operation",Azerbaijani prosecutors,1,Shusha town,Shusha,Shusha rayon,,39.753744,46.746476,POINT (46.746476 39.753744),186934,Azerbaijan,373,Europe,1,1,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,0,0,1,0,1,1,1,373,
493077,AZE-2023-1-833-13,2023,true,Clear,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,2,"""Reuters News,2023-09-19,Twenty-five killed, 138 wounded in Azerbaijan offensive in Karabakh -separatist official"";""Agence France Presse,2023-09-19,Azerbaijan launches operation in Karabakh, vows to go 'until the end'

AU 	
FARHAD GASYMOV""",Reuters News;Agence France Presse,2023-09-19;2023-09-19,"Twenty-five killed, 138 wounded in Azerbaijan offensive in Karabakh -separatist official;Azerbaijan launches operation in Karabakh, vows to go 'until the end'

AU 	
FARHAD GASYMOV",The human rights ombudsman in the ethnic Armenian-controlled Azerbaijani enclave of Nagorno-Karabakh,5,Nagorno-Karabakh,Karabakh,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,2,1,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,0,25,0,0,25,25,25,373,
493093,AZE-2023-1-833-14,2023,true,Check deaths,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,7,"""Reuters News,2023-09-20,Kremlin rejects Armenian assertions Russia has not done enough on Nagorno-Karabakh"";""Reuters News,2023-09-20,Karabakh's Vardanyan: Close to 100 killed, hundreds injured by Azerbaijan's 'war'"";""Agence France Presse,2023-09-20,At least 200 killed, 400 wounded in Karabakh operation: separatists"";""BBC Monitoring Caucasus,2023-09-21,BBCM South Caucasus Watchlist for 21 September"";""Agence France Presse,2023-09-26,Azerbaijan seeks 'war crime' suspects in sea of Karabakh refugees

AU 	
Anne-Sophie Labadie"";""Reuters News,2023-09-27,AZERBAIJAN HEALTH MINISTRY: 192 AZERI SERVICEMEN KILLED IN KARABAKH OPERATION - TASS"";""Agence France Presse,2023-10-02,Gunfire around Karabakh persists between Armenian, Azerbaijani forces""",Reuters News;Reuters News;Agence France Presse;BBC Monitoring Caucasus;Agence France Presse;Reuters News;Agence France Presse,2023-09-20;2023-09-20;2023-09-20;2023-09-21;2023-09-26;2023-09-27;2023-10-02,"Kremlin rejects Armenian assertions Russia has not done enough on Nagorno-Karabakh;Karabakh's Vardanyan: Close to 100 killed, hundreds injured by Azerbaijan's 'war';At least 200 killed, 400 wounded in Karabakh operation: separatists;BBCM South Caucasus Watchlist for 21 September;Azerbaijan seeks 'war crime' suspects in sea of Karabakh refugees

AU 	
Anne-Sophie Labadie;AZERBAIJAN HEALTH MINISTRY: 192 AZERI SERVICEMEN KILLED IN KARABAKH OPERATION - TASS;Gunfire around Karabakh persists between Armenian, Azerbaijani forces","Azerbaijan Health Ministry, Human rights ombudsman in the ethnic Armenian-controlled Azerbaijani enclave of Nagorno-Karabakh",5,Nagorno-Karabakh,Karabakh,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,2,2,2023-09-19 00:00:00.000,2023-09-20 00:00:00.000,199,165,8,20,392,373,373,373,
493096,AZE-2023-1-833-10.2,2023,true,Check geography,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,2,"""Agence France Presse,2023-09-19,Azerbaijan says launching 'anti-terror operations' in Karabakh"";""Reuters News,2023-09-19,Azerbaijan says six of its citizens were killed by land mines in Karabakh""",Agence France Presse;Reuters News,2023-09-19;2023-09-19,Azerbaijan says launching 'anti-terror operations' in Karabakh;Azerbaijan says six of its citizens were killed by land mines in Karabakh,Azerbaijan's Defense Ministry,5,Nagorno-Karabakh,Karabakh,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,1,1,2023-09-19 00:00:00.000,2023-09-19 00:00:00.000,4,0,0,0,4,4,4,373,
493104,AZE-2023-1-833-15.1,2023,true,Check dyad,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,4,"""Reuters News,2023-09-20,Russian peacekeepers die after being fired on in Karabakh - defence ministry"";""BBC Monitoring Former Soviet Union,2023-09-21,BBCM Russia Watchlist for 21 September"";""BBC Monitoring Former Soviet Union,2023-09-21,Russian deputy peacekeeping commander reported killed in Karabakh"";""Agence France Presse,2023-09-21,Azerbaijan, Karabakh separatists hold 'constructive' peace talks

AU 	
Isgender Ganbarov""",Reuters News;BBC Monitoring Former Soviet Union;BBC Monitoring Former Soviet Union;Agence France Presse,2023-09-20;2023-09-21;2023-09-21;2023-09-21,"Russian peacekeepers die after being fired on in Karabakh - defence ministry;BBCM Russia Watchlist for 21 September;Russian deputy peacekeeping commander reported killed in Karabakh;Azerbaijan, Karabakh separatists hold 'constructive' peace talks

AU 	
Isgender Ganbarov",Russia's defence ministry,5,Nagorno-Karabakh,Nagorno-Karabakh,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,1,1,2023-09-20 00:00:00.000,2023-09-20 00:00:00.000,0,0,0,1,1,1,1,373,
493135,AZE-2023-1-833-15.2,2023,true,Check dyad,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,4,"""Agence France Presse,2023-09-21,Azerbaijan, Karabakh separatists hold 'constructive' peace talks

AU 	
Isgender Ganbarov"";""Reuters News,2023-09-20,Russian peacekeepers die after being fired on in Karabakh - defence ministry"";""BBC Monitoring Former Soviet Union,2023-09-21,BBCM Russia Watchlist for 21 September"";""BBC Monitoring Former Soviet Union,2023-09-21,Russian deputy peacekeeping commander reported killed in Karabakh""",Agence France Presse;Reuters News;BBC Monitoring Former Soviet Union;BBC Monitoring Former Soviet Union,2023-09-21;2023-09-20;2023-09-21;2023-09-21,"Azerbaijan, Karabakh separatists hold 'constructive' peace talks

AU 	
Isgender Ganbarov;Russian peacekeepers die after being fired on in Karabakh - defence ministry;BBCM Russia Watchlist for 21 September;Russian deputy peacekeeping commander reported killed in Karabakh",Russia's defence ministry,5,Nagorno-Karabakh,Nagorno-Karabakh,,,40.000000,46.583333,POINT (46.583333 40),187654,Azerbaijan,373,Europe,1,1,2023-09-20 00:00:00.000,2023-09-20 00:00:00.000,0,0,0,5,5,5,5,373,
493165,AZE-2023-1-833-17,2023,true,Check geography,1,388,388,Azerbaijan: Artsakh (Nagorno-Karabakh),833,833,Government of Azerbaijan - Republic of Artsakh,64,64,Government of Azerbaijan,338,338,Republic of Artsakh,3,"""Agence France Presse,2023-09-30,Azerbaijan says soldier killed by sniper on Armenia border"";""Reuters News,2023-09-30,Azerbaijan says serviceman killed by sniper, Armenia denies incident"";""Caucasus Watch,2023-10-01,Azerbaijani Soldier Allegedly Killed by Fire from Armenian Side""",Agence France Presse;Reuters News;Caucasus Watch,2023-09-30;2023-09-30;2023-10-01,"Azerbaijan says soldier killed by sniper on Armenia border;Azerbaijan says serviceman killed by sniper, Armenia denies incident;Azerbaijani Soldier Allegedly Killed by Fire from Armenian Side",Azerbaijan's defence ministry,4,Kelbajar rayon,positions of the Azerbaijani army stationed in the direction of Ashaghi Ayrim settlement of Kalbajar region,Kelbajar rayon,,40.100000,46.000000,POINT (46 40.1),187653,Azerbaijan,373,Europe,1,1,2023-09-30 00:00:00.000,2023-09-30 00:00:00.000,1,0,0,0,1,1,1,373,
494335,MYA-2023-2-17386-6,2023,false,Clear,2,17386,15805,ARSA - RSO,17386,17386,ARSA - RSO,6692,6692,ARSA,187,187,RSO,2,"""SATP,2023-09-14,Bangladesh: Timeline (Terrorist Activities) -2023"";""Crisiswatch,2023-10-01,Bangladesh SEPTEMBER 2023""",SATP;Crisiswatch,2023-09-14;2023-10-01,Bangladesh: Timeline (Terrorist Activities) -2023;Bangladesh SEPTEMBER 2023,SATP,2,Ukhiya sub-district,Madhurchara of Ukhiya Upazila,Chittagong division,Cox’s Bāzār district,21.218459,92.160461,POINT (92.160461 21.218459),160385,Bangladesh,771,Asia,1,1,2023-09-14 00:00:00.000,2023-09-14 00:00:00.000,0,0,2,0,2,2,2,,
494322,BNG-2023-2-17607-0,2023,false,Clear,2,17607,15990,Supporters of BCL - Supporters of BNP,17607,17607,Supporters of BCL - Supporters of BNP,2769,2769,Supporters of BCL,374,374,Supporters of BNP,1,"""The New Nation (Bangladesh),2023-09-29,One BCL activist killed, 20 injured in AL-BNP clash in Ctg""",The New Nation (Bangladesh),2023-09-29,"One BCL activist killed, 20 injured in AL-BNP clash in Ctg",,2,Mirsharai sub-district,Mirsarai upazila of Chattogram,Chittagong division,Chittagong district,22.768699,91.578980,POINT (91.57898 22.768699),162544,Bangladesh,771,Asia,1,1,2023-09-29 00:00:00.000,2023-09-29 00:00:00.000,1,0,0,0,1,1,1,,
494293,BEN-2023-3-15136-113.1,2023,true,Check type of violence,3,6716,13968,JNIM - Civilians,6716,15136,JNIM - Civilians,6716,6716,JNIM,9999,1,Civilians,1,"""International Crisis Group,2023-10-02,Crisis Watch: Benin SEPTEMBER 2023""",International Crisis Group,2023-10-02,Crisis Watch: Benin SEPTEMBER 2023,,3,Karimama commune,Alibori department’s Karimama commune,Alibori department,Karimama commune,11.938160,2.757030,POINT (2.75703 11.93816),146526,Benin,434,Africa,1,1,2023-09-06 00:00:00.000,2023-09-06 00:00:00.000,0,0,3,0,3,3,3,,
494294,BEN-2023-1-16685-14,2023,false,Clear,1,15256,15256,Benin: Government,16685,16685,Government of Benin - JNIM,1209,1209,Government of Benin,6716,6716,JNIM,1,"""International Crisis Group,2023-10-02,Crisis Watch: Benin SEPTEMBER 2023""",International Crisis Group,2023-10-02,Crisis Watch: Benin SEPTEMBER 2023,,2,Pendjari National Park,"Atakora department, Materi commune near Pendjari National Park",Atacora department,,11.049990,1.516670,POINT (1.51667 11.04999),145804,Benin,434,Africa,1,1,2023-09-15 00:00:00.000,2023-09-15 00:00:00.000,0,0,2,0,2,2,2,434,
493541,BRA-2023-2-2-XXX140-333,2023,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Correio,2023-09-06,Motoboy é assassinado com tiros na cabeça, na Grande João Pessoa""",Portal Correio,2023-09-06,"Motoboy é assassinado com tiros na cabeça, na Grande João Pessoa",Portal Correio,1,Cruz do Espírito Santo town,in Cruz do Espírito Santo,Paraíba state,Cruz do Espírito Santo municipality,-7.147520,-35.141790,POINT (-35.14179 -7.14752),119090,Brazil,140,Americas,1,1,2023-09-05 00:00:00.000,2023-09-05 00:00:00.000,0,0,0,1,1,1,1,,
493540,BRA-2023-2-2-XXX140-332,2023,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Correio,2023-09-07,Homem é assassinado a tiros dentro de casa, na Grande JP""",Portal Correio,2023-09-07,"Homem é assassinado a tiros dentro de casa, na Grande JP",Portal Correio,1,Pedras de Fogo town,in the city of Pedras de Fogo,Paraíba state,Pedras de Fogo municipality,-7.401940,-35.116390,POINT (-35.11639 -7.40194),119090,Brazil,140,Americas,1,1,2023-09-06 00:00:00.000,2023-09-06 00:00:00.000,0,0,0,1,1,1,1,,
493539,BRA-2023-2-2-XXX140-331,2023,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Portal Correio,2023-09-11,Corpo carbonizado é encontrado em porta-malas de carro, no Conde""",Portal Correio,2023-09-11,"Corpo carbonizado é encontrado em porta-malas de carro, no Conde",Portal Correio,1,Conde town,in the municipality of Conde,Paraíba state,Conde municipality,-7.259720,-34.907500,POINT (-34.9075 -7.25972),119091,Brazil,140,Americas,1,1,2023-09-10 00:00:00.000,2023-09-10 00:00:00.000,0,0,0,1,1,1,1,,
492622,BRA-2023-2-2-XXX140-318,2023,false,Check dyad,2,2-XXX140,22,XXX140 - XXX140,2-XXX140,44,XXX140 - XXX140,XXX140,3617,XXX140,XXX140,3617,XXX140,1,"""Jornal Itaqui-Bacanga,2023-09-14, Homem é morto com vários tiros na Vila São Luís, em São Luís """,Jornal Itaqui-Bacanga,2023-09-14,"Homem é morto com vários tiros na Vila São Luís, em São Luís",Jornal Itaqui-Bacanga,1,São Luís town,"Vila São Luís, in the Itaqui-Bacanga region, in São Luís/MA.",Maranhão state,São Luís municipality,-2.529720,-44.302780,POINT (-44.30278 -2.52972),125552,Brazil,140,Americas,1,1,2023-09-13 00:00:00.000,2023-09-13 00:00:00.000,0,0,0,1,1,1,1,,
